dataset_index,EVENT,split,source_data_path,is_overfit_selected,is_overfit_train,is_overfit_dev,is_overfit_test,Latitude,Longitude,DEPTH,Magnitude,Origin_Time(JST),n_station_rows
0,20240101161000,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,37.495,137.27,16.0,7.6,2024/01/01 16:10:00,1511
0,20240101170700,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,37.11,136.61,0.0,5.3,2024/01/01 17:07:00,136
0,20240101185000,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,37.363,136.965,5.0,3.0,2024/01/01 18:50:00,5
0,20240109175900,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,37.91,137.763,27.0,6.1,2024/01/09 17:59:00,460
0,20240128234800,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,34.288,135.715,60.0,3.6,2024/01/28 23:48:00,46
0,20240205173000,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,30.765,131.483,42.0,4.7,2024/02/05 17:30:00,21
0,20240207162500,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,39.245,142.407,31.0,4.2,2024/02/07 16:25:00,103
0,20240302030800,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,35.505,140.53,31.0,3.0,2024/03/02 03:08:00,14
0,20240309025500,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,34.215,135.085,9.0,3.6,2024/03/09 02:55:00,18
0,20240309141800,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,41.93,142.345,71.0,4.6,2024/03/09 14:18:00,166
0,20240402042400,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,40.133,141.712,71.0,6.0,2024/04/02 04:24:00,552
